DirtyColumn,DirtyTable,CleanColumn,
CURRENT_WELL_LEASE_NO,KETTLEMAN_NAD83_Z4_WELL_MASTER,CURRENT_WELL_LEASE_NO,
DATA_ACQ_COMPANY,KETTLEMAN_NAD83_Z4_WELL_MASTER,DATA_ACQ_COMPANY,
DATA_ACQUISITION_TYPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,DATA_ACQUISITION_TYPE,
DATA_SOURCE,KETTLEMAN_NAD83_Z4_WELL_MASTER,DATA_SOURCE,
DEPTH_DATUM,KETTLEMAN_NAD83_Z4_WELL_MASTER,DatumElev,
DEPTH_DATUM_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,DEPTH_DATUM_OUOM,
DEPTH_DATUM_TYPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,DatumType,
DRILLING_OPERATOR,KETTLEMAN_NAD83_Z4_WELL_MASTER,DRILLING_OPERATOR,
FARM_OUT,KETTLEMAN_NAD83_Z4_WELL_MASTER,FARM_OUT,
FIELD,KETTLEMAN_NAD83_Z4_WELL_MASTER,FIELD,
FIELD_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,OpenWorksFieldHashID,
FINAL_TD,KETTLEMAN_NAD83_Z4_WELL_MASTER,TD_MD,
FINAL_TD_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,FINAL_TD_OUOM,
FM_AT_TD,KETTLEMAN_NAD83_Z4_WELL_MASTER,FM_AT_TD,
GGX_LOCATION,KETTLEMAN_NAD83_Z4_WELL_MASTER,GGX_LOCATION,
GGX_OLD_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,GGX_OLD_ID,
GGX_PERCENT_ALLOCATION,KETTLEMAN_NAD83_Z4_WELL_MASTER,GGX_PERCENT_ALLOCATION,
GROUND_ELEV,KETTLEMAN_NAD83_Z4_WELL_MASTER,GROUND_ELEV,
GROUND_ELEV_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,GROUND_ELEV_OUOM,
INITIAL_CLASS,KETTLEMAN_NAD83_Z4_WELL_MASTER,INITIAL_CLASS,
INITIAL_STATUS,KETTLEMAN_NAD83_Z4_WELL_MASTER,INITIAL_STATUS,
INTERNAL_DRILLING_COST,KETTLEMAN_NAD83_Z4_WELL_MASTER,INTERNAL_DRILLING_COST,
KICK_OFF_DEPTH,KETTLEMAN_NAD83_Z4_WELL_MASTER,KOD,
KICK_OFF_DEPTH_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,KICK_OFF_DEPTH_OUOM,
ORIG_BH_CRS_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,ORIG_BH_CRS_ID,
ORIG_BH_X_LON,KETTLEMAN_NAD83_Z4_WELL_MASTER,Btm_GridX,
ORIG_BH_Y_LAT,KETTLEMAN_NAD83_Z4_WELL_MASTER,Btm_GridY,
PARENT_WELLPATH_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,PARENT_WELLPATH_ID,
PARENT_WELLPATH_UWI,KETTLEMAN_NAD83_Z4_WELL_MASTER,PARENT_WELLPATH_UWI,
PERMIT_DTE,KETTLEMAN_NAD83_Z4_WELL_MASTER,PERMIT_DTE,
PERMIT_NO,KETTLEMAN_NAD83_Z4_WELL_MASTER,PERMIT_NO,
PLOT_NAME,KETTLEMAN_NAD83_Z4_WELL_MASTER,PLOT_NAME,
PLUGBACK_DEPTH,KETTLEMAN_NAD83_Z4_WELL_MASTER,PBMD,
PLUGBACK_DEPTH_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,PLUGBACK_DEPTH_OUOM,
REMARK,KETTLEMAN_NAD83_Z4_WELL_MASTER,REMARK,
RESTRICTED_DATA_IND,KETTLEMAN_NAD83_Z4_WELL_MASTER,RESTRICTED_DATA_IND,
SECURITY_ON_OFF_FLG,KETTLEMAN_NAD83_Z4_WELL_MASTER,SECURITY_ON_OFF_FLG,
SPUD_DATE,KETTLEMAN_NAD83_Z4_WELL_MASTER,SPUD_DATE,
TOTAL_DRILLING_COST,KETTLEMAN_NAD83_Z4_WELL_MASTER,TOTAL_DRILLING_COST,
TRAJECTORY_SHAPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,TRAJECTORY_SHAPE,
UPDATE_DATE,KETTLEMAN_NAD83_Z4_WELL_MASTER,UPDATE_DATE,
UPDATE_USER_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,UPDATE_USER_ID,
USER_DEF1,KETTLEMAN_NAD83_Z4_WELL_MASTER,USER_DEF1,
USER_DEF2,KETTLEMAN_NAD83_Z4_WELL_MASTER,USER_DEF2,
WATER_DEPTH,KETTLEMAN_NAD83_Z4_WELL_MASTER,WATER_DEPTH,
WATER_DEPTH_DATUM,KETTLEMAN_NAD83_Z4_WELL_MASTER,WATER_DEPTH_DATUM,
WATER_DEPTH_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,WATER_DEPTH_OUOM,
WELL_GEOM_DESC,KETTLEMAN_NAD83_Z4_WELL_MASTER,WELL_GEOM_DESC,
WELL_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,OpenWorksWellHashID,
WELL_LOCATION_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,WELL_LOCATION_ID,
WELL_NAME_FREE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WellName,
WELL_SYMBOL_CODE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WELL_SYMBOL_CODE,
WELL_UWI,KETTLEMAN_NAD83_Z4_WELL_MASTER,API14,
WELL_UWI_TYPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,API_TYPE,
WL_BASIN_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_BASIN_ID,
WL_COUNTRY,KETTLEMAN_NAD83_Z4_WELL_MASTER,COUNTRY_CD,
WL_COUNTY,KETTLEMAN_NAD83_Z4_WELL_MASTER,COUNTY_NO,
WL_CURRENT_OPERATOR,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_CURRENT_OPERATOR,
WL_GOVERN_AREA,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_GOVERN_AREA,
WL_LEASE_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_LEASE_ID,
WL_ON_OFF_SHORE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_ON_OFF_SHORE,
WL_ORIG_CRS_ID,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_ORIG_CRS_ID,
WL_ORIG_X_LON,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_ORIG_X_LON,
WL_ORIG_Y_LAT,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_ORIG_Y_LAT,
WL_PLATFORM_CODE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_PLATFORM_CODE,
WL_PLATFORM_SLOT_NO,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_PLATFORM_SLOT_NO,
WL_STATE,KETTLEMAN_NAD83_Z4_WELL_MASTER,STATE,
WL_SURFACE_LATITUDE,KETTLEMAN_NAD83_Z4_WELL_MASTER,Lat,
WL_SURFACE_LONGITUDE,KETTLEMAN_NAD83_Z4_WELL_MASTER,Long,
WL_SURFACE_X_COORDINATE,KETTLEMAN_NAD83_Z4_WELL_MASTER,GridX,
WL_SURFACE_Y_COORDINATE,KETTLEMAN_NAD83_Z4_WELL_MASTER,GridY,
WL_SURVEY_LOC_TYPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_SURVEY_LOC_TYPE,
WL_WELL_GEOM_TYPE,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_WELL_GEOM_TYPE,
WL_WELL_LOCATION_NAME,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_WELL_LOCATION_NAME,
WL_WELL_LOCATION_UWI,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_WELL_LOCATION_UWI,
WL_WELL_NET_INT,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_WELL_NET_INT,
WL_WELL_NET_INT_OUOM,KETTLEMAN_NAD83_Z4_WELL_MASTER,WL_WELL_NET_INT_OUOM,
CREATE_DATE,LABASIN_DB_PICK,CREATE_DATE,
CREATE_USER_ID,LABASIN_DB_PICK,CREATE_USER_ID,
DATA_SOURCE,LABASIN_DB_PICK,PickInterpretor,
DIP_ANGLE,LABASIN_DB_PICK,DIP_ANGLE,
DIP_ANGLE_OUOM,LABASIN_DB_PICK,PickAngleUnits,
DIP_AZIMUTH,LABASIN_DB_PICK,DIP_AZIMUTH,
DIP_AZIMUTH_OUOM,LABASIN_DB_PICK,PickAziUnits,
GEOLOGIC_FEATURE,LABASIN_DB_PICK,GEOLOGIC_FEATURE,
GGX_FAULT_NAME,LABASIN_DB_PICK,GGX_FAULT_NAME,
GGX_GAP_THICKNESS,LABASIN_DB_PICK,GGX_GAP_THICKNESS,
GGX_GAP_THICKNESS_OUOM,LABASIN_DB_PICK,GGX_GAP_THICKNESS_OUOM,
GGX_PERCENT_THICKNESS,LABASIN_DB_PICK,GGX_PERCENT_THICKNESS,
GGX_PERCENT_THICKNESS_OUOM,LABASIN_DB_PICK,GGX_PERCENT_THICKNESS_OUOM,
GGX_PICK_TYPE,LABASIN_DB_PICK,GGX_PICK_TYPE,
GGX_SHOW,LABASIN_DB_PICK,GGX_SHOW,
GGX_UNC_FAULT_OBS_NO,LABASIN_DB_PICK,GGX_UNC_FAULT_OBS_NO,
GGX_UNC_FAULT_SOURCE,LABASIN_DB_PICK,GGX_UNC_FAULT_SOURCE,
GGX_UNCONFORMITY_NAME,LABASIN_DB_PICK,GGX_UNCONFORMITY_NAME,
MAX_DEPTH,LABASIN_DB_PICK,MaxPickDepthMD,
MAX_DEPTH_OUOM,LABASIN_DB_PICK,MAX_DEPTH_OUOM,
MIN_DEPTH,LABASIN_DB_PICK,MinPickDepthMD,
MIN_DEPTH_OUOM,LABASIN_DB_PICK,MIN_DEPTH_OUOM,
ORIGINAL_DATA_SOURCE,LABASIN_DB_PICK,ORIGINAL_DATA_SOURCE,
PICK_CONF_FACT,LABASIN_DB_PICK,PICK_CONF_FACT,
PICK_CORR_CONF,LABASIN_DB_PICK,PICK_CORR_CONF,
PICK_DATE,LABASIN_DB_PICK,PICK_DATE,
PICK_DEPTH,LABASIN_DB_PICK,DepthMD,
PICK_DEPTH_OUOM,LABASIN_DB_PICK,PickDepthUnits,
PICK_KIND,LABASIN_DB_PICK,PICK_KIND,
PICK_OBS_NO,LABASIN_DB_PICK,PickCount,
PICK_QUAL,LABASIN_DB_PICK,PICK_QUAL,
PICK_SOURCE,LABASIN_DB_PICK,PickSoftware,
PICK_SURF_ID,LABASIN_DB_PICK,OWPickSurfID,
PICK_SURF_NAME,LABASIN_DB_PICK,PICK_SURF_NAME,
REMARK,LABASIN_DB_PICK,REMARK,
TIME_DIST_FLG,LABASIN_DB_PICK,TIME_DIST_FLG,
UPDATE_DATE,LABASIN_DB_PICK,UPDATE_DATE,
UPDATE_USER_ID,LABASIN_DB_PICK,UPDATE_USER_ID,
USER_DEF_1,LABASIN_DB_PICK,USER_DEF_1,
USER_DEF_2,LABASIN_DB_PICK,USER_DEF_2,
USER_DEF_3,LABASIN_DB_PICK,USER_DEF_3,
USER_DEF_4,LABASIN_DB_PICK,USER_DEF_4,
USER_DEF_5,LABASIN_DB_PICK,USER_DEF_5,
USER_DEF_NUM_1,LABASIN_DB_PICK,USER_DEF_NUM_1,
USER_DEF_NUM_2,LABASIN_DB_PICK,USER_DEF_NUM_2,
USER_DEF_NUM_3,LABASIN_DB_PICK,USER_DEF_NUM_3,
WELL_ID,LABASIN_DB_PICK,OpenWorksWellHashID,
WELL_UWI,LABASIN_DB_PICK,API14,
CREATE_DATE,LABASIN_DB_PICK,CREATE_DATE,
CREATE_USER_ID,LABASIN_DB_PICK,CREATE_USER_ID,
DATA_SOURCE,LABASIN_DB_PICK,PickInterpretor,
DIP_ANGLE,LABASIN_DB_PICK,DIP_ANGLE,
DIP_ANGLE_OUOM,LABASIN_DB_PICK,PickAngleUnits,
DIP_AZIMUTH,LABASIN_DB_PICK,DIP_AZIMUTH,
DIP_AZIMUTH_OUOM,LABASIN_DB_PICK,PickAziUnits,
GEOLOGIC_FEATURE,LABASIN_DB_PICK,GEOLOGIC_FEATURE,
GGX_FAULT_NAME,LABASIN_DB_PICK,GGX_FAULT_NAME,
GGX_GAP_THICKNESS,LABASIN_DB_PICK,GGX_GAP_THICKNESS,
GGX_GAP_THICKNESS_OUOM,LABASIN_DB_PICK,GGX_GAP_THICKNESS_OUOM,
GGX_PERCENT_THICKNESS,LABASIN_DB_PICK,GGX_PERCENT_THICKNESS,
GGX_PERCENT_THICKNESS_OUOM,LABASIN_DB_PICK,GGX_PERCENT_THICKNESS_OUOM,
GGX_PICK_TYPE,LABASIN_DB_PICK,GGX_PICK_TYPE,
GGX_SHOW,LABASIN_DB_PICK,GGX_SHOW,
GGX_UNC_FAULT_OBS_NO,LABASIN_DB_PICK,GGX_UNC_FAULT_OBS_NO,
GGX_UNC_FAULT_SOURCE,LABASIN_DB_PICK,GGX_UNC_FAULT_SOURCE,
GGX_UNCONFORMITY_NAME,LABASIN_DB_PICK,GGX_UNCONFORMITY_NAME,
MAX_DEPTH,LABASIN_DB_PICK,MaxPickDepthMD,
MAX_DEPTH_OUOM,LABASIN_DB_PICK,MAX_DEPTH_OUOM,
MIN_DEPTH,LABASIN_DB_PICK,MinPickDepthMD,
MIN_DEPTH_OUOM,LABASIN_DB_PICK,MIN_DEPTH_OUOM,
ORIGINAL_DATA_SOURCE,LABASIN_DB_PICK,ORIGINAL_DATA_SOURCE,
PICK_CONF_FACT,LABASIN_DB_PICK,PICK_CONF_FACT,
PICK_CORR_CONF,LABASIN_DB_PICK,PICK_CORR_CONF,
PICK_DATE,LABASIN_DB_PICK,PICK_DATE,
PICK_DEPTH,LABASIN_DB_PICK,DepthMD,
PICK_DEPTH_OUOM,LABASIN_DB_PICK,PickDepthUnits,
PICK_KIND,LABASIN_DB_PICK,PICK_KIND,
PICK_OBS_NO,LABASIN_DB_PICK,PickCount,
PICK_QUAL,LABASIN_DB_PICK,PICK_QUAL,
PICK_SOURCE,LABASIN_DB_PICK,PickSoftware,
PICK_SURF_ID,LABASIN_DB_PICK,OWPickSurfID,
PICK_SURF_NAME,LABASIN_DB_PICK,PICK_SURF_NAME,
REMARK,LABASIN_DB_PICK,REMARK,
TIME_DIST_FLG,LABASIN_DB_PICK,TIME_DIST_FLG,
UPDATE_DATE,LABASIN_DB_PICK,UPDATE_DATE,
UPDATE_USER_ID,LABASIN_DB_PICK,UPDATE_USER_ID,
USER_DEF_1,LABASIN_DB_PICK,USER_DEF_1,
USER_DEF_2,LABASIN_DB_PICK,USER_DEF_2,
USER_DEF_3,LABASIN_DB_PICK,USER_DEF_3,
USER_DEF_4,LABASIN_DB_PICK,USER_DEF_4,
USER_DEF_5,LABASIN_DB_PICK,USER_DEF_5,
USER_DEF_NUM_1,LABASIN_DB_PICK,USER_DEF_NUM_1,
USER_DEF_NUM_2,LABASIN_DB_PICK,USER_DEF_NUM_2,
USER_DEF_NUM_3,LABASIN_DB_PICK,USER_DEF_NUM_3,
WELL_ID,LABASIN_DB_PICK,OpenWorksWellHashID,
WELL_UWI,LABASIN_DB_PICK,API14,
CREATE_DATE,LABASIN_DB_VC_PICKSURF_NAME,CREATE_DATE,
CREATE_USER_ID,LABASIN_DB_VC_PICKSURF_NAME,CREATE_USER_ID,
PICK_SURF_ABBREV,LABASIN_DB_VC_PICKSURF_NAME,PICK_SURF_ABBREV,
PICK_SURF_ALIAS,LABASIN_DB_VC_PICKSURF_NAME,PICK_SURF_ALIAS,
PICK_SURF_ID,LABASIN_DB_VC_PICKSURF_NAME,OWPickSurfID,
PICK_SURF_NAME,LABASIN_DB_VC_PICKSURF_NAME,PICK_SURF_NAME,
REF_VALUE_SOURCE,LABASIN_DB_VC_PICKSURF_NAME,REF_VALUE_SOURCE,
REF_VALUE_STATUS,LABASIN_DB_VC_PICKSURF_NAME,REF_VALUE_STATUS,
REMARK,LABASIN_DB_VC_PICKSURF_NAME,REMARK,
UPDATE_DATE,LABASIN_DB_VC_PICKSURF_NAME,UPDATE_DATE,
UPDATE_USER_ID,LABASIN_DB_VC_PICKSURF_NAME,UPDATE_USER_ID,
ALTERNATE_UWI,LABASIN_DB_WELL_MASTER,ALTERNATE_UWI,
AUTHORIZATION_NO,LABASIN_DB_WELL_MASTER,AUTHORIZATION_NO,
BH_LATITUDE,LABASIN_DB_WELL_MASTER,Btm_Lat,
BH_LONGITUDE,LABASIN_DB_WELL_MASTER,Btm_Long,
BH_X_COORDINATE,LABASIN_DB_WELL_MASTER,Btm_GridX,
BH_Y_COORDINATE,LABASIN_DB_WELL_MASTER,Btm_GridY,
BOREHOLE_NO,LABASIN_DB_WELL_MASTER,BOREHOLE_NO,
BOREHOLE_TYPE,LABASIN_DB_WELL_MASTER,BOREHOLE_TYPE,
COMP_DATA_RELEASE_DTE,LABASIN_DB_WELL_MASTER,COMP_DATA_RELEASE_DTE,
COMPLETION_DATE,LABASIN_DB_WELL_MASTER,COMPLETION_DATE,
CREATE_DATE,LABASIN_DB_WELL_MASTER,CREATE_DATE,
CREATE_USER_ID,LABASIN_DB_WELL_MASTER,CREATE_USER_ID,
CURRENCY,LABASIN_DB_WELL_MASTER,CURRENCY,
CURRENT_CLASS,LABASIN_DB_WELL_MASTER,CURRENT_CLASS,
CURRENT_STATUS,LABASIN_DB_WELL_MASTER,CompletionStatus,
CURRENT_STATUS_DATE,LABASIN_DB_WELL_MASTER,CompletionStatusDate,
CURRENT_WELL_LEASE_NAME,LABASIN_DB_WELL_MASTER,CURRENT_WELL_LEASE_NAME,
CURRENT_WELL_LEASE_NO,LABASIN_DB_WELL_MASTER,CURRENT_WELL_LEASE_NO,
DATA_ACQ_COMPANY,LABASIN_DB_WELL_MASTER,DATA_ACQ_COMPANY,
DATA_ACQUISITION_TYPE,LABASIN_DB_WELL_MASTER,DATA_ACQUISITION_TYPE,
DATA_SOURCE,LABASIN_DB_WELL_MASTER,DATA_SOURCE,
DEPTH_DATUM,LABASIN_DB_WELL_MASTER,DatumElev,
DEPTH_DATUM_OUOM,LABASIN_DB_WELL_MASTER,DEPTH_DATUM_OUOM,
DEPTH_DATUM_TYPE,LABASIN_DB_WELL_MASTER,DatumType,
DRILLING_OPERATOR,LABASIN_DB_WELL_MASTER,DRILLING_OPERATOR,
FARM_OUT,LABASIN_DB_WELL_MASTER,FARM_OUT,
FIELD,LABASIN_DB_WELL_MASTER,FIELD,
FIELD_ID,LABASIN_DB_WELL_MASTER,OpenWorksFieldHashID,
FINAL_TD,LABASIN_DB_WELL_MASTER,TD_MD,
FINAL_TD_OUOM,LABASIN_DB_WELL_MASTER,FINAL_TD_OUOM,
FM_AT_TD,LABASIN_DB_WELL_MASTER,FM_AT_TD,
GGX_LOCATION,LABASIN_DB_WELL_MASTER,GGX_LOCATION,
GGX_OLD_ID,LABASIN_DB_WELL_MASTER,GGX_OLD_ID,
GGX_PERCENT_ALLOCATION,LABASIN_DB_WELL_MASTER,GGX_PERCENT_ALLOCATION,
GROUND_ELEV,LABASIN_DB_WELL_MASTER,GROUND_ELEV,
GROUND_ELEV_OUOM,LABASIN_DB_WELL_MASTER,GROUND_ELEV_OUOM,
INITIAL_CLASS,LABASIN_DB_WELL_MASTER,INITIAL_CLASS,
INITIAL_STATUS,LABASIN_DB_WELL_MASTER,INITIAL_STATUS,
INTERNAL_DRILLING_COST,LABASIN_DB_WELL_MASTER,INTERNAL_DRILLING_COST,
KICK_OFF_DEPTH,LABASIN_DB_WELL_MASTER,KOD,
KICK_OFF_DEPTH_OUOM,LABASIN_DB_WELL_MASTER,KICK_OFF_DEPTH_OUOM,
ORIG_BH_CRS_ID,LABASIN_DB_WELL_MASTER,ORIG_BH_CRS_ID,
ORIG_BH_X_LON,LABASIN_DB_WELL_MASTER,Btm_GridX,
ORIG_BH_Y_LAT,LABASIN_DB_WELL_MASTER,Btm_GridY,
PARENT_WELLPATH_ID,LABASIN_DB_WELL_MASTER,PARENT_WELLPATH_ID,
PARENT_WELLPATH_UWI,LABASIN_DB_WELL_MASTER,PARENT_WELLPATH_UWI,
PERMIT_DTE,LABASIN_DB_WELL_MASTER,PERMIT_DTE,
PERMIT_NO,LABASIN_DB_WELL_MASTER,PERMIT_NO,
PLOT_NAME,LABASIN_DB_WELL_MASTER,PLOT_NAME,
PLUGBACK_DEPTH,LABASIN_DB_WELL_MASTER,PBMD,
PLUGBACK_DEPTH_OUOM,LABASIN_DB_WELL_MASTER,PLUGBACK_DEPTH_OUOM,
REMARK,LABASIN_DB_WELL_MASTER,REMARK,
RESTRICTED_DATA_IND,LABASIN_DB_WELL_MASTER,RESTRICTED_DATA_IND,
SECURITY_ON_OFF_FLG,LABASIN_DB_WELL_MASTER,SECURITY_ON_OFF_FLG,
SPUD_DATE,LABASIN_DB_WELL_MASTER,SPUD_DATE,
TOTAL_DRILLING_COST,LABASIN_DB_WELL_MASTER,TOTAL_DRILLING_COST,
TRAJECTORY_SHAPE,LABASIN_DB_WELL_MASTER,TRAJECTORY_SHAPE,
UPDATE_DATE,LABASIN_DB_WELL_MASTER,UPDATE_DATE,
UPDATE_USER_ID,LABASIN_DB_WELL_MASTER,UPDATE_USER_ID,
USER_DEF1,LABASIN_DB_WELL_MASTER,USER_DEF1,
USER_DEF2,LABASIN_DB_WELL_MASTER,USER_DEF2,
WATER_DEPTH,LABASIN_DB_WELL_MASTER,WATER_DEPTH,
WATER_DEPTH_DATUM,LABASIN_DB_WELL_MASTER,WATER_DEPTH_DATUM,
WATER_DEPTH_OUOM,LABASIN_DB_WELL_MASTER,WATER_DEPTH_OUOM,
WELL_GEOM_DESC,LABASIN_DB_WELL_MASTER,WELL_GEOM_DESC,
WELL_ID,LABASIN_DB_WELL_MASTER,OpenWorksWellHashID,
WELL_LOCATION_ID,LABASIN_DB_WELL_MASTER,WELL_LOCATION_ID,
WELL_NAME_FREE,LABASIN_DB_WELL_MASTER,WellName,
WELL_SYMBOL_CODE,LABASIN_DB_WELL_MASTER,WELL_SYMBOL_CODE,
WELL_UWI,LABASIN_DB_WELL_MASTER,API14,
WELL_UWI_TYPE,LABASIN_DB_WELL_MASTER,API_TYPE,
WL_BASIN_ID,LABASIN_DB_WELL_MASTER,WL_BASIN_ID,
WL_COUNTRY,LABASIN_DB_WELL_MASTER,COUNTRY_CD,
WL_COUNTY,LABASIN_DB_WELL_MASTER,COUNTY_NO,
WL_CURRENT_OPERATOR,LABASIN_DB_WELL_MASTER,WL_CURRENT_OPERATOR,
WL_GOVERN_AREA,LABASIN_DB_WELL_MASTER,WL_GOVERN_AREA,
WL_LEASE_ID,LABASIN_DB_WELL_MASTER,WL_LEASE_ID,
WL_ON_OFF_SHORE,LABASIN_DB_WELL_MASTER,WL_ON_OFF_SHORE,
WL_ORIG_CRS_ID,LABASIN_DB_WELL_MASTER,WL_ORIG_CRS_ID,
WL_ORIG_X_LON,LABASIN_DB_WELL_MASTER,WL_ORIG_X_LON,
WL_ORIG_Y_LAT,LABASIN_DB_WELL_MASTER,WL_ORIG_Y_LAT,
WL_PLATFORM_CODE,LABASIN_DB_WELL_MASTER,WL_PLATFORM_CODE,
WL_PLATFORM_SLOT_NO,LABASIN_DB_WELL_MASTER,WL_PLATFORM_SLOT_NO,
WL_STATE,LABASIN_DB_WELL_MASTER,STATE,
WL_SURFACE_LATITUDE,LABASIN_DB_WELL_MASTER,Lat,
WL_SURFACE_LONGITUDE,LABASIN_DB_WELL_MASTER,Long,
WL_SURFACE_X_COORDINATE,LABASIN_DB_WELL_MASTER,GridX,
WL_SURFACE_Y_COORDINATE,LABASIN_DB_WELL_MASTER,GridY,
WL_SURVEY_LOC_TYPE,LABASIN_DB_WELL_MASTER,WL_SURVEY_LOC_TYPE,
WL_WELL_GEOM_TYPE,LABASIN_DB_WELL_MASTER,WL_WELL_GEOM_TYPE,
WL_WELL_LOCATION_NAME,LABASIN_DB_WELL_MASTER,WL_WELL_LOCATION_NAME,
WL_WELL_LOCATION_UWI,LABASIN_DB_WELL_MASTER,WL_WELL_LOCATION_UWI,
WL_WELL_NET_INT,LABASIN_DB_WELL_MASTER,WL_WELL_NET_INT,
WL_WELL_NET_INT_OUOM,LABASIN_DB_WELL_MASTER,WL_WELL_NET_INT_OUOM,
API_NO14,LBU_EDM_SURVEYS_ALL_V,API14,
AZIMUTH,LBU_EDM_SURVEYS_ALL_V,AZIMUTH,
DATUM_ELEVATION,LBU_EDM_SURVEYS_ALL_V,DatumElev,
INCLINATION,LBU_EDM_SURVEYS_ALL_V,INCLINATION,
LATITUDE,LBU_EDM_SURVEYS_ALL_V,lat,
LONGITUDE,LBU_EDM_SURVEYS_ALL_V,long,
MD,LBU_EDM_SURVEYS_ALL_V,DepthMD,
NS,LBU_EDM_SURVEYS_ALL_V,OFFSET_NORTH,
OE,LBU_EDM_SURVEYS_ALL_V,OFFSET_EAST,
survey_date,LBU_EDM_SURVEYS_ALL_V,DATE,
TVD,LBU_EDM_SURVEYS_ALL_V,DepthTVD,
TVDSS,LBU_EDM_SURVEYS_ALL_V,z,
WELL_AUTO_NAME,LBU_EDM_SURVEYS_ALL_V,WELL_AUTO_NAME,
WELL_COMP_NAME,LBU_EDM_SURVEYS_ALL_V,WellName,
API_NO14,LBU_MARKERS,API14,
depth,LBU_MARKERS,DepthMD,
equity_flag,LBU_MARKERS,PickInterpretor,
mrkname,LBU_MARKERS,PICK_SURF_NAME,
subsea,LBU_MARKERS,DepthTVD,
well_name,LBU_MARKERS,WellName,
API,LOG_CurveData_PIVOT,API14,
Depth,LOG_CurveData_PIVOT,DepthMD,
LogXREFID,LOG_CurveData_PIVOT,LogID,
XBS,LOG_CurveData_PIVOT,XBS,
XBVWE,LOG_CurveData_PIVOT,XBVWE,
XCAL,LOG_CurveData_PIVOT,XCAL,
XCALI,LOG_CurveData_PIVOT,XCALI,
XCHDT,LOG_CurveData_PIVOT,XCHDT,
XCHDTS,LOG_CurveData_PIVOT,XCHDTS,
XCHGR,LOG_CurveData_PIVOT,XCHGR,
XCHGRK,LOG_CurveData_PIVOT,XCHGRK,
XCHGRKT,LOG_CurveData_PIVOT,XCHGRKT,
XCHGRKTH,LOG_CurveData_PIVOT,XCHGRKTH,
XCHGRTH,LOG_CurveData_PIVOT,XCHGRTH,
XCHGRU,LOG_CurveData_PIVOT,XCHGRU,
XCHNPHI,LOG_CurveData_PIVOT,XCHNPHI,
XCHNPHIL,LOG_CurveData_PIVOT,XCHNPHIL,
XCHNPHIS,LOG_CurveData_PIVOT,XCHNPHIS,
XCHNPOR,LOG_CurveData_PIVOT,XCHNPOR,
XCHPHIT,LOG_CurveData_PIVOT,XCHPHIT,
XCHRAT,LOG_CurveData_PIVOT,XCHRAT,
XCHSIGMA,LOG_CurveData_PIVOT,XCHSIGMA,
XCHTNPH,LOG_CurveData_PIVOT,XCHTNPH,
XCS,LOG_CurveData_PIVOT,XCS,
XDPHI,LOG_CurveData_PIVOT,XDPHI,
XDRHO,LOG_CurveData_PIVOT,XDRHO,
XDT,LOG_CurveData_PIVOT,XDT,
XDTC,LOG_CurveData_PIVOT,XDTC,
XDTS,LOG_CurveData_PIVOT,XDTS,
XDTST,LOG_CurveData_PIVOT,XDTST,
XGR,LOG_CurveData_PIVOT,XGR,
XGR_NN,LOG_CurveData_PIVOT,XGR_NN,
XGRK,LOG_CurveData_PIVOT,XGRK,
XGRKTH,LOG_CurveData_PIVOT,XGRKTH,
XGRKTX,LOG_CurveData_PIVOT,XGRKTX,
XGRTH,LOG_CurveData_PIVOT,XGRTH,
XGRU,LOG_CurveData_PIVOT,XGRU,
